OSM ID,Functionality,Original Global Efficiency,New Global Efficiency,Change in Efficiency,Normalized Efficiency Change,Relative Efficiency Change,Absolute Relative Efficiency Change,Norm_Func,Norm_Eff,Criticality Score,Buffer Distance (km)
235847524,69.98,0.015294508,0.015271151,-2.34E-05,2.34e-05,-0.001529961,0.001529961,0.5464225667849804,0.006588896,0.27650573149901647,5
38218410,69.71,0.004561416,0.004560508,-9.07E-07,9.07e-07,-0.000198842,0.000198842,0.5514664674014573,0.000175913,0.2758211901906346,5
26623191,70.14,0.003164135,0.003147179,-1.70E-05,1.7e-05,-0.005372716,0.005372716,0.5434335886418831,0.004764191,0.27409888985794084,5
213795140,70.22,0.003529084,0.003511176,-1.79E-05,1.79e-05,-0.005072138,0.005072138,0.5419390995703345,0.00502079,0.2734799449022563,5
358389646,70.42,0.004122714,0.004102709,-2.00E-05,2e-05,-0.004851173,0.004851173,0.5382028768914628,0.005619522,0.27191119924969653,5
213795140,70.57,0.003529084,0.003511176,-1.79E-05,1.79e-05,-0.005072138,0.005072138,0.5354007098823093,0.00502079,0.2702107500582437,5
354654202,70.89,0.004712252,0.004676026,-3.62E-05,3.62e-05,-0.007682102,0.007682102,0.5294227535961145,0.010238306491160443,0.26983053004363744,5
1105041636,72.52,0.019438964,0.019298382,-0.000140582,0.000140582,-0.00723197,0.00723197,0.4989725387633104,0.039998677,0.26948560792604226,5
297778757,73.26,0.003641375,0.003458947,-0.000182428,0.000182428,-0.050098658,0.050098658,0.48514851485148514,0.051929398,0.26853895622394613,5
26821472,71.32,0.003654529,0.003604885,-4.96E-05,4.96e-05,-0.0135722,0.013572200412146134,0.5213898748365404,0.014058782876054622,0.26772432885629754,5
108386122,73.38,0.01262859,0.012445362,-0.000183229,0.000183229,-0.014509062,0.014509062373550808,0.4829067812441623,0.052157771,0.2675322760465646,5
213795181,71.14,0.004235626,0.004199278,-3.63E-05,3.63e-05,-0.008570162,0.008570162,0.5247524752475248,0.010266817508958161,0.2675096463782415,5
354654207,70.96,0.004784932,0.004763189,-2.17E-05,2.17e-05,-0.00453507,0.00453507,0.5281150756585093,0.006104209,0.26710964228450035,5
39256212,71.29,0.005639833,0.005619728,-2.01E-05,2.01e-05,-0.003563935,0.003563935,0.521950308,0.005648033,0.2637991704320494,5
26821992,71.13,0.002969679,0.002967626,-2.05E-06,2.05e-06,-0.00069031,0.00069031,0.5249392863814685,0.000501794,0.26272054014735413,5
94130762,71.8,0.004476663,0.004433255,-4.34E-05,4.34e-05,-0.009694721,0.009694721,0.5124229404072485,0.0122911,0.2623570200899223,5
978715819,71.29,0.004224578,0.004217418,-7.16E-06,7.16e-06,-0.001694844,0.001694844,0.521950308,0.001958707,0.26195450758053707,5
43447179,72.39,0.00270197,0.002641505,-6.05E-05,6.05e-05,-0.02239107,0.022391070219136406,0.5014010835045769,0.017166483816005856,0.25928378366029137,5
299267214,71.98,0.003918954,0.00389729,-2.17E-05,2.17e-05,-0.005537192,0.005537192,0.5090603399962638,0.006104209,0.25758227445337756,5
235852179,73.52,0.025805511,0.025689166,-0.000116346,0.000116346,-0.004508572,0.004508572,0.4802914253689521,0.033088747,0.25669008609213567,5
26623007,72.62,0.003626916,0.003576673,-5.02E-05,5.02e-05,-0.01384096,0.013840960198692222,0.4971044274238744,0.014229848982840928,0.2556671382033577,5
